seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
12,50,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1395.48,9.31061,0.0,0.0,0.0,0.0,0.0,0.0,8.99274,1.29383
28,100,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4605.94,13.2323,0.0,0.0,0.0,0.0,0.0,0.0,15.2057,1.83015
44,150,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,7890.61,15.5181,0.0,0.0,0.0,0.0,0.0,0.0,16.3109,1.27009
60,200,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,11186.7,13.9116,0.0,0.0,0.0,0.0,0.0,0.0,16.4899,1.02975
76,250,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,14473.6,13.6359,0.0,0.0,0.0,0.0,0.0,0.0,17.0438,0.914024
92,300,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,17763.5,15.8351,0.0,0.0,0.0,0.0,0.0,0.0,17.241,0.911652
108,350,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,21056.6,16.0634,0.0,0.0,0.0,0.0,0.0,0.0,17.5515,0.664664
124,400,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,24337.2,15.7857,0.0,0.0,0.0,0.0,0.0,0.0,17.2455,0.777892
140,450,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,27644.3,21.8525,0.0,0.0,0.0,0.0,0.0,0.0,17.8389,0.789004
156,500,100,2,10,5,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,30930.2,22.9299,0.0,0.0,0.0,0.0,0.0,0.0,17.9025,0.634549
