num_deliveries,opt_opts_ratio_avg
10,3.0453032384916554
20,3.905123099330852
30,3.71468923310101
40,3.574139220520207
50,3.3795967705350103
60,3.2077180635054976
70,3.035516129032258
80,2.892552243240566
