seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
83,10,100,8,10,1,5000,10,0.05,0.5,6,1,33,150,0,0,1,0,2,16.2727,6.65335,4482.24,435.335,4.9697,1.29904,0.0,0.0,38.2121,5.54809
87,20,100,8,10,1,5000,10,0.05,0.5,6,1,33,150,0,0,1,0,2,28.3636,7.35195,4708.23,232.749,6.24242,1.25,0.0,0.0,130.879,9.60957
91,30,100,8,10,1,5000,10,0.05,0.5,6,1,33,150,0,0,1,0,2,41.0303,7.51035,4803.56,141.098,6.90909,1.39194,0.000242424,0.000435194,285.848,23.5889
95,40,100,8,10,1,5000,10,0.05,0.5,6,1,33,150,0,0,1,0,2,47.9394,8.68166,4779.47,166.35,7.45455,1.31101,0.000757576,0.000791766,502.394,34.5629
99,50,100,8,10,1,5000,10,0.05,0.5,6,1,33,150,0,0,1,0,2,57.0,9.0312,4834.08,142.194,7.69697,1.55121,0.00136364,0.00092932,775.515,41.3291
103,60,100,8,10,1,5000,10,0.05,0.5,6,1,33,150,0,0,1,0,2,65.7273,12.6028,4843.61,102.381,8.24242,1.06066,0.00275758,0.00109059,1108.45,58.6006
107,70,100,8,10,1,5000,10,0.05,0.5,6,1,33,150,0,0,1,0,2,72.0909,11.5064,4879.18,82.8868,8.72727,1.69558,0.00469697,0.00142489,1484.09,67.6002
111,80,100,8,10,1,5000,10,0.05,0.5,6,1,33,150,0,0,1,0,2,77.4545,8.87092,4887.59,87.8293,8.69697,1.48955,0.00709091,0.00130776,1937.18,50.5693
115,90,100,8,10,1,5000,10,0.05,0.5,6,1,33,150,0,0,1,0,2,89.1515,12.7061,4904.82,74.4624,9.15152,1.68634,0.0103636,0.00157754,2438.97,91.5458
119,100,100,8,10,1,5000,10,0.05,0.5,6,1,33,150,0,0,1,0,2,97.6364,10.4756,4913.58,79.8608,9.66667,1.58114,0.0147879,0.00191634,3003.06,95.4761
