seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
1,10,100,8,10,5,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,28.0606,6.38817,2244.57,229.502,2.87879,1.10397,0.0,0.0,24.8788,4.84446
5,20,100,8,10,5,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,40.4545,9.78229,2254.56,158.842,3.15152,0.770552,0.0,0.0,90.6364,18.3295
9,30,100,8,10,5,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,53.9091,7.87545,2312.98,135.915,3.66667,1.03078,6.06061e-05,0.000242306,207.333,27.1115
13,40,100,8,10,5,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,59.7576,10.0841,2339.97,127.277,3.90909,1.1726,0.000515152,0.000712444,376.636,54.8865
17,50,100,8,10,5,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,65.3636,8.0227,2343.49,129.467,3.93939,1.33463,0.00136364,0.000699025,629.97,57.0685
21,60,100,8,10,5,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,71.3939,11.1354,2345.11,110.494,4.45455,0.883883,0.00248485,0.000618527,908.424,91.3523
25,70,100,8,10,5,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,76.303,10.0979,2406.11,70.5449,4.51515,0.847791,0.00472727,0.00154662,1239.12,116.977
29,80,100,8,10,5,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,82.697,8.46125,2391.11,97.4806,4.72727,0.901388,0.00872727,0.0023753,1727.3,166.585
33,90,100,8,10,5,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,86.3939,9.06897,2386.45,91.1489,4.69697,1.0155,0.014697,0.00263966,2231.21,162.463
37,100,100,8,10,5,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,89.3636,9.18157,2388.97,94.656,4.75758,1.13192,0.0221212,0.00306958,2812.24,167.357
