num_deliveries,opt_opts_ratio_avg
10,1.58182
20,1.6236052631578948
30,1.543561577594009
40,1.400987821048648
50,1.3788827372913586
60,1.3668931892394303
70,1.3123610452703025
80,1.348010896129633
