seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
197,50,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3051.7,18.4145,0.0,0.0,0.0,0.0,0.0,0.0,8.62919,0.0347643
213,100,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,6679.73,32.8405,0.0,0.0,0.0,0.0,0.0,0.0,8.7693,0.0277978
229,150,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,10321.9,33.8522,0.0,0.0,0.0,0.0,0.0,0.0,8.81648,0.018356
245,200,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,13941.8,53.1334,0.0,0.0,0.0,0.0,0.0,0.0,8.83249,0.0212485
261,250,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,17546.6,59.5365,0.0,0.0,0.0,0.0,0.0,0.0,8.83456,0.019933
277,300,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,21179.8,50.2488,0.0,0.0,0.0,0.0,0.0,0.0,8.8463,0.0136667
421,350,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,24803.1,60.407,0.0,0.0,0.0,0.0,0.0,0.0,8.81644,0.0150157
437,400,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,28445.7,74.6199,0.0,0.0,0.0,0.0,0.0,0.0,8.8264,0.0165853
453,450,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,32076.0,75.4634,0.0,0.0,0.0,0.0,0.0,0.0,8.82933,0.0141651
469,500,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,35712.0,82.8119,0.0,0.0,0.0,0.0,0.0,0.0,8.83271,0.0145438
