seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
2,50,100,4,10,1,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1264.85,16.7014,0.0,0.0,0.0,0.0,0.0,0.0,11.0789,0.163655
18,100,100,4,10,1,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,2903.09,22.0801,0.0,0.0,0.0,0.0,0.0,0.0,11.9464,0.100801
34,150,100,4,10,1,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4539.0,22.0553,0.0,0.0,0.0,0.0,0.0,0.0,12.2417,0.095343
50,200,100,4,10,1,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,6172.45,27.5619,0.0,0.0,0.0,0.0,0.0,0.0,12.3452,0.0640646
66,250,100,4,10,1,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,7818.33,23.5339,0.0,0.0,0.0,0.0,0.0,0.0,12.4339,0.0572558
82,300,100,4,10,1,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,9446.15,26.3397,0.0,0.0,0.0,0.0,0.0,0.0,12.4791,0.0707812
98,350,100,4,10,1,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,11086.9,22.4033,0.0,0.0,0.0,0.0,0.0,0.0,11.652,0.0696363
114,400,100,4,10,1,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,12718.3,30.5783,0.0,0.0,0.0,0.0,0.0,0.0,11.6893,0.0888418
130,450,100,4,10,1,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,14354.7,24.9149,0.0,0.0,0.0,0.0,0.0,0.0,11.6967,0.063884
146,500,100,4,10,1,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,15995.9,28.5881,0.0,0.0,0.0,0.0,0.0,0.0,11.7134,0.0573851
