seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
6,50,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1268.52,16.6836,0.0,0.0,0.0,0.0,0.0,0.0,5.90884,0.547715
22,100,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,2905.85,19.4084,0.0,0.0,0.0,0.0,0.0,0.0,6.46756,0.259078
38,150,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4541.18,20.7018,0.0,0.0,0.0,0.0,0.0,0.0,6.59093,0.21617
54,200,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,6177.82,21.0765,0.0,0.0,0.0,0.0,0.0,0.0,6.70149,0.223581
70,250,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,7813.67,24.5624,0.0,0.0,0.0,0.0,0.0,0.0,6.72481,0.181619
86,300,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,9451.79,22.5638,0.0,0.0,0.0,0.0,0.0,0.0,6.7862,0.181111
102,350,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,11086.9,28.9801,0.0,0.0,0.0,0.0,0.0,0.0,6.83411,0.164676
118,400,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,12718.8,28.6874,0.0,0.0,0.0,0.0,0.0,0.0,6.84773,0.124422
134,450,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,14362.3,30.9571,0.0,0.0,0.0,0.0,0.0,0.0,6.79644,0.162435
150,500,100,4,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,15996.8,23.0861,0.0,0.0,0.0,0.0,0.0,0.0,6.81962,0.136879
