seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
3,10,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,44.0606,7.30984,4716.4,230.863,4.39394,1.04583,0.0301515,0.0178608,54.7273,14.4027
7,20,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,76.5455,9.78868,4870.61,116.585,4.9697,1.5411,0.199212,0.0788851,293.848,41.8927
11,30,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,99.9091,12.0943,4923.93,70.8983,5.27273,1.28695,1.85452,1.02829,937.303,136.992
15,40,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,114.697,14.8587,4942.5,66.6797,5.30303,1.43614,7.38612,3.38497,1874.27,236.013
19,50,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,129.758,12.1219,4953.76,47.2677,5.57576,1.42522,25.3741,7.33427,3380.58,289.623
23,60,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,144.03,15.2223,4960.59,33.527,5.36364,1.08972,53.5696,12.9971,5037.52,328.652
27,70,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,155.485,14.3834,4967.19,27.8776,4.90909,1.52069,128.397,34.1588,7465.58,505.85
31,80,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,173.091,16.268,4971.99,27.6935,5.78788,1.45774,243.283,60.859,10061.2,521.188
35,90,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,180.121,12.769,4972.65,25.1205,5.15152,1.1592,515.847,227.13,13364.8,782.781
39,100,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,187.273,13.7119,4972.78,25.2973,5.24242,1.11803,942.217,471.407,16616.3,677.822
