seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
1,10,100,8,10,1,2500,10,0.05,0.5,0,1,33,150,0,0,1,0,0,31.2424,7.53339,2276.42,133.125,2.87879,1.1592,0.0256061,0.0163916,23.6061,3.31662
5,20,100,8,10,1,2500,10,0.05,0.5,0,1,33,150,0,0,1,0,0,50.5455,11.4567,2408.62,77.2078,3.39394,1.07529,0.038,0.0300593,77.8485,10.2652
9,30,100,8,10,1,2500,10,0.05,0.5,0,1,33,150,0,0,1,0,0,68.6061,9.97165,2418.63,64.7347,3.78788,1.36931,0.0766061,0.0397704,164.333,16.0672
13,40,100,8,10,1,2500,10,0.05,0.5,0,1,33,150,0,0,1,0,0,82.3333,15.1774,2439.87,60.3536,3.66667,0.901388,0.129636,0.0617241,275.576,20.1781
17,50,100,8,10,1,2500,10,0.05,0.5,0,1,33,150,0,0,1,0,0,90.0606,9.64345,2435.27,51.173,3.90909,1.45774,0.222606,0.050516,425.97,21.5899
21,60,100,8,10,1,2500,10,0.05,0.5,0,1,33,150,0,0,1,0,0,106.394,14.6798,2452.98,41.6831,4.18182,0.968246,0.372515,0.0923736,601.333,33.7681
25,70,100,8,10,1,2500,10,0.05,0.5,0,1,33,150,0,0,1,0,0,116.909,16.1929,2460.21,31.7275,4.21212,1.0155,0.552848,0.10226,797.788,28.0691
29,80,100,8,10,1,2500,10,0.05,0.5,0,1,33,150,0,0,1,0,0,133.515,11.4513,2460.75,33.8913,4.21212,0.810093,0.889667,0.168029,1044.52,54.5135
33,90,100,8,10,1,2500,10,0.05,0.5,0,1,33,150,0,0,1,0,0,143.606,15.7002,2471.47,30.7432,4.06061,0.829156,1.50861,0.389137,1323.64,66.6045
37,100,100,8,10,1,2500,10,0.05,0.5,0,1,33,150,0,0,1,0,0,152.03,17.37,2463.73,32.9751,4.36364,0.901388,2.11373,0.405549,1587.55,51.4866
