num_deliveries,opt_opts_ratio_avg
10,2.839008271602272
20,2.659603503461281
30,2.2989543688784875
40,1.950822236308704
50,1.8570947368421054
60,1.769285013198144
70,1.7521959679976127
80,1.7377345132743363
