seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
240,10,100,8,10,1,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,25.3939,5.85736,2167.0,269.371,2.21212,0.847791,0.0,0.0,25.9697,7.64853
244,20,100,8,10,1,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,37.0303,6.28731,2302.3,189.4,2.54545,1.32288,0.0,0.0,95.6364,14.3364
248,30,100,8,10,1,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,43.0,5.9108,2287.68,204.356,2.78788,1.27475,0.000151515,0.00036411,242.303,34.881
252,40,100,8,10,1,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,49.9697,7.64642,2264.5,202.955,2.90909,1.5,0.000484848,0.000618527,471.364,62.4955
256,50,100,8,10,1,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,55.8182,6.55484,2330.38,143.444,3.15152,1.1592,0.00142424,0.000936426,740.818,66.8059
260,60,100,8,10,1,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,59.697,6.21734,2342.91,140.425,2.93939,1.48955,0.00278788,0.000992395,1151.52,88.509
264,70,100,8,10,1,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,66.1818,6.74284,2312.41,145.689,2.63636,1.10397,0.00481818,0.00121075,1614.42,94.9556
268,80,100,8,10,1,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,67.303,6.61667,2329.96,147.558,2.78788,1.39194,0.00893939,0.00308159,2155.52,127.375
272,90,100,8,10,1,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,70.6061,5.56742,2326.1,162.59,3.39394,1.26244,0.0136667,0.00245798,2783.21,129.613
276,100,100,8,10,1,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,76.1515,7.87052,2341.14,105.899,2.93939,1.28695,0.0224545,0.00490593,3514.24,174.216
