seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
3,10,100,8,10,5,5000,10,0.05,0.5,3,4,33,150,30,0,1,0,0,37.6364,7.12749,4541.55,294.333,4.27273,1.1592,0.0,0.0,47.5758,10.135
7,20,100,8,10,5,5000,10,0.05,0.5,3,4,33,150,30,0,1,0,0,55.5758,7.0402,4572.24,306.688,4.84848,1.62019,0.000121212,0.000331434,208.485,29.0915
11,30,100,8,10,5,5000,10,0.05,0.5,3,4,33,150,30,0,1,0,0,71.2424,10.8485,4621.41,323.467,5.45455,1.31101,0.00130303,0.000847233,539.909,89.3746
15,40,100,8,10,5,5000,10,0.05,0.5,3,4,33,150,30,0,1,0,0,74.7879,10.8937,4718.83,211.829,5.36364,1.5411,0.00375758,0.00169614,988.606,108.235
19,50,100,8,10,5,5000,10,0.05,0.5,3,4,33,150,30,0,1,0,0,82.7273,8.19784,4784.51,188.578,5.87879,1.59099,0.0104545,0.00230612,1727.0,179.747
23,60,100,8,10,5,5000,10,0.05,0.5,3,4,33,150,30,0,1,0,0,90.5758,10.9374,4805.12,167.917,6.36364,1.56125,0.0213333,0.00439934,2502.45,245.441
27,70,100,8,10,5,5000,10,0.05,0.5,3,4,33,150,30,0,1,0,0,95.1515,7.96524,4764.23,183.779,6.36364,1.67705,0.0449091,0.00926473,3604.79,389.016
31,80,100,8,10,5,5000,10,0.05,0.5,3,4,33,150,30,0,1,0,0,102.727,12.2965,4782.53,166.138,6.51515,1.89572,0.0828788,0.0159624,4790.21,496.627
35,90,100,8,10,5,5000,10,0.05,0.5,3,4,33,150,30,0,1,0,0,105.788,10.8736,4738.36,223.151,6.21212,2.17227,0.15903,0.0288969,6443.3,527.371
39,100,100,8,10,5,5000,10,0.05,0.5,3,4,33,150,30,0,1,0,0,108.394,9.89615,4744.62,172.414,6.78788,1.85405,0.252333,0.0456527,7885.7,854.97
