seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
169,50,100,2,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1151.76,5.6097,0.0,0.0,0.0,0.0,0.0,0.0,8.69827,0.793455
185,100,100,2,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,2796.52,7.07769,0.0,0.0,0.0,0.0,0.0,0.0,9.29739,0.541479
201,150,100,2,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4440.64,7.72779,0.0,0.0,0.0,0.0,0.0,0.0,9.68129,0.381124
217,200,100,2,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,6091.91,9.85203,0.0,0.0,0.0,0.0,0.0,0.0,9.78133,0.380825
233,250,100,2,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,7735.0,8.42244,0.0,0.0,0.0,0.0,0.0,0.0,9.71895,0.246075
249,300,100,2,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,9379.85,11.0057,0.0,0.0,0.0,0.0,0.0,0.0,9.93239,0.338228
265,350,100,2,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,11026.8,12.3857,0.0,0.0,0.0,0.0,0.0,0.0,9.90381,0.264389
281,400,100,2,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,12671.8,12.2066,0.0,0.0,0.0,0.0,0.0,0.0,9.98802,0.234413
297,450,100,2,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,14316.5,12.6627,0.0,0.0,0.0,0.0,0.0,0.0,9.90263,0.19404
313,500,100,2,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,15957.6,13.9944,0.0,0.0,0.0,0.0,0.0,0.0,9.92777,0.14938
