seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
42,10,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,1,27.0303,6.9394,4564.61,326.968,4.39394,1.46842,0.0,0.0,35.0606,4.35172
46,20,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,1,41.2727,9.89088,4574.7,461.596,4.12121,1.83712,0.0,0.0,132.455,14.486
50,30,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,1,51.3939,6.76821,4617.32,332.143,4.78788,1.85405,0.000121212,0.000331434,287.091,17.483
54,40,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,1,64.2424,9.42414,4613.99,369.099,5.12121,2.03101,0.000606061,0.00074747,497.758,34.9048
58,50,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,1,68.0909,11.1869,4612.51,304.311,4.81818,2.18661,0.00118182,0.000527645,757.394,31.4757
62,60,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,1,74.0606,8.47769,4712.89,284.183,5.30303,1.88746,0.00242424,0.00103169,1110.58,58.8852
66,70,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,1,84.0909,11.3175,4770.74,249.882,5.63636,2.2981,0.00354545,0.00114812,1483.58,76.2104
70,80,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,1,88.9091,12.6549,4683.28,222.458,4.87879,2.24304,0.00545455,0.00130122,1946.45,62.6959
74,90,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,1,92.8788,11.412,4713.32,211.22,5.57576,2.2981,0.00787879,0.00179857,2443.03,85.0685
78,100,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,1,103.758,13.0505,4758.64,194.682,5.18182,1.67705,0.0105152,0.00164167,3007.52,79.0129
