seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
40,10,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,1,18.5758,5.52285,2160.27,275.689,2.48485,0.866025,0.0,0.0,22.2424,3.937
44,20,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,1,26.2121,5.18265,2204.25,258.43,2.66667,1.36931,0.0,0.0,77.6061,8.8706
48,30,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,1,35.3636,5.70536,2266.72,178.737,2.93939,1.38067,0.0,0.0,159.152,11.5799
52,40,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,1,39.1515,6.53415,2286.54,204.027,3.06061,1.32288,9.09091e-05,0.000291937,278.909,23.7065
56,50,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,1,44.4848,7.37869,2277.41,162.035,3.0303,1.21192,0.000333333,0.000595119,421.364,20.6064
60,60,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,1,49.697,7.09086,2332.41,121.846,3.63636,1.42522,0.000909091,0.000722999,591.818,24.4879
64,70,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,1,56.4545,10.4555,2329.53,134.434,3.60606,1.5411,0.00127273,0.000801277,807.97,41.1977
68,80,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,1,60.303,8.25562,2333.96,153.799,3.18182,1.36931,0.00175758,0.000969223,1037.18,52.6349
72,90,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,1,62.0,6.72681,2300.99,179.202,3.93939,1.68634,0.00251515,0.00130195,1318.0,38.3226
76,100,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,1,63.8485,7.53376,2322.96,138.119,3.39394,1.21192,0.00336364,0.00111294,1605.09,54.4997
