seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
100,50,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1186.27,8.90751,0.0,0.0,0.0,0.0,0.0,0.0,12.378,0.101474
116,100,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,2810.48,9.45384,0.0,0.0,0.0,0.0,0.0,0.0,13.6357,0.076814
132,150,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4430.88,11.075,0.0,0.0,0.0,0.0,0.0,0.0,13.9977,0.0589349
148,200,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,6058.12,12.2193,0.0,0.0,0.0,0.0,0.0,0.0,14.1413,0.0470062
164,250,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,7679.61,15.2828,0.0,0.0,0.0,0.0,0.0,0.0,14.2326,0.0454832
180,300,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,9307.18,11.9006,0.0,0.0,0.0,0.0,0.0,0.0,14.2957,0.0438871
260,350,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,10931.0,14.049,0.0,0.0,0.0,0.0,0.0,0.0,14.0662,0.0541993
276,400,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,12552.9,12.5785,0.0,0.0,0.0,0.0,0.0,0.0,14.1007,0.037752
292,450,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,14182.6,21.4119,0.0,0.0,0.0,0.0,0.0,0.0,14.1398,0.0413094
308,500,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,15800.2,21.9324,0.0,0.0,0.0,0.0,0.0,0.0,14.1577,0.039693
