seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
293,50,100,2,10,5,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1607.3,139.223,0.0,0.0,0.0,0.0,0.0,0.0,8.17917,0.0941977
309,100,100,2,10,5,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3421.3,220.241,0.0,0.0,0.0,0.0,0.0,0.0,8.33881,0.0513638
325,150,100,2,10,5,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,5204.64,252.486,0.0,0.0,0.0,0.0,0.0,0.0,8.36964,0.0545655
341,200,100,2,10,5,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,7125.39,341.091,0.0,0.0,0.0,0.0,0.0,0.0,8.41929,0.0422983
357,250,100,2,10,5,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,8982.12,366.499,0.0,0.0,0.0,0.0,0.0,0.0,8.42723,0.0377115
373,300,100,2,10,5,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,10832.6,399.621,0.0,0.0,0.0,0.0,0.0,0.0,8.44602,0.0384118
581,350,100,2,10,5,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,12725.9,476.794,0.0,0.0,0.0,0.0,0.0,0.0,8.38854,0.0386256
597,400,100,2,10,5,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,14512.8,526.377,0.0,0.0,0.0,0.0,0.0,0.0,8.38138,0.0352227
613,450,100,2,10,5,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,16363.8,413.488,0.0,0.0,0.0,0.0,0.0,0.0,8.3943,0.0291935
629,500,100,2,10,5,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,18208.7,589.141,0.0,0.0,0.0,0.0,0.0,0.0,8.39635,0.0336285
