seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
300,50,100,2,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4425.94,481.187,0.0,0.0,0.0,0.0,0.0,0.0,19.9132,0.352005
316,100,100,2,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,16487.6,1389.17,0.0,0.0,0.0,0.0,0.0,0.0,29.6343,0.197666
332,150,100,2,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,28124.0,1924.06,0.0,0.0,0.0,0.0,0.0,0.0,31.2773,0.175842
348,200,100,2,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,40370.0,2178.87,0.0,0.0,0.0,0.0,0.0,0.0,32.054,0.133385
364,250,100,2,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,53002.4,3110.49,0.0,0.0,0.0,0.0,0.0,0.0,32.3804,0.14747
380,300,100,2,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,65415.4,2381.13,0.0,0.0,0.0,0.0,0.0,0.0,32.5798,0.109064
588,350,100,2,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,76569.3,2820.77,0.0,0.0,0.0,0.0,0.0,0.0,32.7397,0.105947
604,400,100,2,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,89089.0,4306.09,0.0,0.0,0.0,0.0,0.0,0.0,32.8139,0.09516
620,450,100,2,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,101349.0,4323.66,0.0,0.0,0.0,0.0,0.0,0.0,32.9299,0.0733146
636,500,100,2,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,114213.0,4212.62,0.0,0.0,0.0,0.0,0.0,0.0,33.0304,0.0746138
