seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
10,50,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1529.79,15.7698,0.0,0.0,0.0,0.0,0.0,0.0,14.4479,0.149135
26,100,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4785.97,24.4054,0.0,0.0,0.0,0.0,0.0,0.0,23.5523,0.180254
42,150,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,8097.45,22.6915,0.0,0.0,0.0,0.0,0.0,0.0,25.4678,0.155617
58,200,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,11402.3,26.6605,0.0,0.0,0.0,0.0,0.0,0.0,26.3295,0.132407
74,250,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,14698.8,28.8319,0.0,0.0,0.0,0.0,0.0,0.0,26.7324,0.100675
90,300,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,18006.9,27.0347,0.0,0.0,0.0,0.0,0.0,0.0,26.9904,0.106322
106,350,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,21305.0,28.8969,0.0,0.0,0.0,0.0,0.0,0.0,27.1914,0.0844791
122,400,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,24613.2,32.7008,0.0,0.0,0.0,0.0,0.0,0.0,27.3401,0.0882554
138,450,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,27915.2,32.3178,0.0,0.0,0.0,0.0,0.0,0.0,27.4689,0.0608747
154,500,100,4,10,1,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,31217.4,31.753,0.0,0.0,0.0,0.0,0.0,0.0,27.5854,0.0882232
