seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
0,50,100,2,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,516.333,77.4825,0.0,0.0,0.0,0.0,0.0,0.0,8.32853,0.438818
16,100,100,2,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1155.06,189.164,0.0,0.0,0.0,0.0,0.0,0.0,9.33209,0.359474
32,150,100,2,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1817.61,160.131,0.0,0.0,0.0,0.0,0.0,0.0,9.59094,0.400727
48,200,100,2,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,2547.18,254.727,0.0,0.0,0.0,0.0,0.0,0.0,9.61168,0.274283
64,250,100,2,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3307.27,276.394,0.0,0.0,0.0,0.0,0.0,0.0,9.69442,0.177684
80,300,100,2,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3938.09,277.149,0.0,0.0,0.0,0.0,0.0,0.0,9.77801,0.229995
96,350,100,2,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4593.88,334.753,0.0,0.0,0.0,0.0,0.0,0.0,9.85687,0.183842
112,400,100,2,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,5334.88,283.563,0.0,0.0,0.0,0.0,0.0,0.0,9.78443,0.123657
128,450,100,2,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,5963.39,366.933,0.0,0.0,0.0,0.0,0.0,0.0,9.83693,0.16944
144,500,100,2,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,6757.94,377.679,0.0,0.0,0.0,0.0,0.0,0.0,9.83394,0.118476
