seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
329,50,100,2,10,5,5000,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,793.303,212.941,0.0,0.0,0.0,0.0,0.0,0.0,10.5555,0.514794
345,100,100,2,10,5,5000,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1945.12,307.993,0.0,0.0,0.0,0.0,0.0,0.0,11.4344,0.36823
361,150,100,2,10,5,5000,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3014.55,327.672,0.0,0.0,0.0,0.0,0.0,0.0,11.748,0.279259
377,200,100,2,10,5,5000,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4262.06,549.256,0.0,0.0,0.0,0.0,0.0,0.0,11.8151,0.256004
393,250,100,2,10,5,5000,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,5336.03,655.988,0.0,0.0,0.0,0.0,0.0,0.0,11.9186,0.292311
409,300,100,2,10,5,5000,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,6476.85,660.57,0.0,0.0,0.0,0.0,0.0,0.0,11.9432,0.221821
425,350,100,2,10,5,5000,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,7333.09,650.371,0.0,0.0,0.0,0.0,0.0,0.0,12.0198,0.155359
441,400,100,2,10,5,5000,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,8945.82,896.482,0.0,0.0,0.0,0.0,0.0,0.0,11.9335,0.198031
457,450,100,2,10,5,5000,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,9732.88,737.714,0.0,0.0,0.0,0.0,0.0,0.0,12.0012,0.213518
473,500,100,2,10,5,5000,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,10904.6,1002.71,0.0,0.0,0.0,0.0,0.0,0.0,12.0164,0.158556
