num_deliveries,opt_opts_ratio_avg
10,2.0212962827401433
20,2.0089030403264445
30,1.804357498527872
40,1.6006747992710892
50,1.4960315214623243
60,1.4420989737562622
70,1.3903937721091348
80,1.3872746086873782
