seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
1,10,100,8,10,5,2500,10,0.05,0.5,0,4,33,150,30,0,1,0,0,29.1818,6.51659,2360.84,143.772,2.81818,1.07529,0.0247576,0.015246,24.8788,4.84446
5,20,100,8,10,5,2500,10,0.05,0.5,0,4,33,150,30,0,1,0,0,42.5455,9.4409,2414.82,68.3946,3.12121,0.75,0.0468485,0.0263452,90.6364,18.3295
9,30,100,8,10,5,2500,10,0.05,0.5,0,4,33,150,30,0,1,0,0,55.7273,7.79532,2414.29,78.0563,3.54545,0.866025,0.089303,0.0445894,207.333,27.1115
13,40,100,8,10,5,2500,10,0.05,0.5,0,4,33,150,30,0,1,0,0,62.1818,10.0108,2434.42,57.5749,3.60606,0.901388,0.199939,0.0743417,376.636,54.8865
17,50,100,8,10,5,2500,10,0.05,0.5,0,4,33,150,30,0,1,0,0,67.6667,8.04933,2447.25,41.7318,3.84848,1.22474,0.437939,0.0976662,629.97,57.0685
21,60,100,8,10,5,2500,10,0.05,0.5,0,4,33,150,30,0,1,0,0,74.1212,10.8304,2461.99,41.988,4.27273,0.810093,0.810455,0.28476,908.424,91.3523
25,70,100,8,10,5,2500,10,0.05,0.5,0,4,33,150,30,0,1,0,0,78.1818,9.76107,2463.92,31.2386,4.27273,0.728869,1.44412,0.702456,1239.12,116.977
29,80,100,8,10,5,2500,10,0.05,0.5,0,4,33,150,30,0,1,0,0,84.7576,7.65682,2451.16,48.336,4.48485,0.790569,2.98985,1.16662,1727.3,166.585
33,90,100,8,10,5,2500,10,0.05,0.5,0,4,33,150,30,0,1,0,0,88.8788,7.88891,2462.25,34.336,4.42424,0.707107,5.53348,1.53332,2231.21,162.463
37,100,100,8,10,5,2500,10,0.05,0.5,0,4,33,150,30,0,1,0,0,92.1212,8.57598,2461.68,31.8769,4.51515,0.918559,8.265,1.70989,2812.24,167.357
