num_deliveries,opt_opts_ratio_avg
10,2.385763776880475
20,2.304582241562622
30,1.9937375776344026
40,1.775810826958328
50,1.7081797223816426
60,1.6885237361523249
70,1.6332960164018295
80,1.67512176878623
