num_deliveries,opt_opts_ratio_avg
10,2.3480733106564453
20,2.272533495736906
30,1.9075664562738373
40,1.8149242674988575
50,1.7739472838315653
60,1.7157862524708665
70,1.7667791796967647
80,1.738778823139086
