num_deliveries,opt_opts_ratio_avg
10,3.0890818218363565
20,2.798605359218216
30,2.802510147743332
40,2.474790856412621
50,2.3701002420229877
60,2.2509621024621236
70,2.2453841119076974
80,2.2506904144920132
