num_deliveries,opt_opts_ratio_avg
10,1.8933309280028863
20,2.0560762962172165
30,1.768226978558005
40,1.544368527193018
50,1.4633972440052483
60,1.406243374004896
70,1.4301698607447948
80,1.3939768905000087
