seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
242,10,100,8,10,1,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,48.3939,9.38396,4793.73,183.057,4.45455,1.1592,0.0197576,0.00615442,56.2424,14.7839
246,20,100,8,10,1,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,74.2121,12.188,4926.79,84.297,4.90909,1.39194,0.103879,0.0158583,296.182,43.1306
250,30,100,8,10,1,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,97.7273,10.3177,4933.0,71.0585,5.30303,0.935414,0.247273,0.0339598,702.333,67.6865
254,40,100,8,10,1,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,111.182,10.3786,4945.67,53.7417,5.72727,1.32288,0.480606,0.0736809,1330.67,118.961
258,50,100,8,10,1,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,127.03,14.4838,4956.33,34.5531,6.06061,1.11803,0.736939,0.0936135,2113.45,126.444
262,60,100,8,10,1,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,138.333,13.3104,4963.76,27.9744,6.0,0.866025,1.14397,0.162935,3117.67,223.204
266,70,100,8,10,1,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,152.182,16.0594,4967.0,36.1758,6.63636,1.18585,1.62073,0.237231,4295.12,224.954
270,80,100,8,10,1,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,163.091,16.5687,4960.67,47.5425,6.63636,1.10397,2.10297,0.174677,5723.24,264.132
274,90,100,8,10,1,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,174.758,13.0911,4976.7,26.0102,6.78788,1.32288,2.7877,0.336694,7237.52,283.53
278,100,100,8,10,1,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,179.424,14.906,4969.91,29.8332,6.63636,1.18585,3.56664,0.635759,9055.58,424.605
