seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
241,10,100,8,10,1,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,28.7576,5.91624,2185.23,218.001,2.75758,0.984251,0.0,0.0,23.9697,4.7697
245,20,100,8,10,1,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,43.1212,7.32187,2302.26,144.773,3.39394,0.810093,0.0,0.0,98.9394,19.6699
249,30,100,8,10,1,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,53.4545,7.53364,2274.29,156.4,3.51515,0.951972,0.000242424,0.000662868,258.091,61.6048
253,40,100,8,10,1,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,61.1818,9.02931,2300.68,139.361,3.84848,1.1726,0.000787879,0.000780928,466.788,64.3195
257,50,100,8,10,1,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,69.7576,8.37791,2375.44,105.072,3.9697,1.27475,0.00190909,0.00104174,829.879,107.658
261,60,100,8,10,1,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,76.8182,8.91086,2368.67,118.959,3.9697,1.36931,0.00424242,0.00122552,1297.3,105.368
265,70,100,8,10,1,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,85.7273,11.1138,2382.59,93.5386,3.87879,1.1592,0.00881818,0.00231104,1968.24,223.717
269,80,100,8,10,1,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,90.5152,8.83219,2383.63,85.5771,3.93939,1.42522,0.0154848,0.00338306,2662.27,259.511
273,90,100,8,10,1,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,97.7273,8.71878,2416.26,70.0775,3.9697,1.43614,0.0275152,0.00506286,3595.79,272.352
277,100,100,8,10,1,2500,10,0.05,0.5,6,4,33,150,30,0,1,0,0,102.03,10.2515,2386.08,102.823,3.78788,1.32288,0.0445758,0.00614934,4667.7,289.38
