num_deliveries,opt_opts_ratio_avg
10,2.9329706791865116
20,2.6896439392925195
30,2.5379067276424068
40,2.264195137185501
50,2.184652846438581
60,2.1447136185777103
70,2.046613036290318
80,2.0703900435276004
