num_deliveries,opt_opts_ratio_avg
10,3.0672658654682694
20,3.3256804097787485
30,3.1297555885856028
40,2.7961154475908234
50,2.669493234298259
60,2.6336466582290723
70,2.5317347371026315
80,2.524716319805083
