seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std
268,10,100,2,10,5,5000,10,0.05,0.5,8,4,33,150,30,1,0.5,0,0,25.0303,5.67056,911.761,155.483,3.24242,0.707107,10.0,0.0,1.0,0.0,284.502,27.9201,3.07323,0.743244
284,20,100,2,10,5,5000,10,0.05,0.5,8,4,33,150,30,1,0.5,0,0,44.6061,6.60464,1759.22,186.941,6.0303,0.847791,20.0,0.0,1.0,0.0,293.779,24.6667,2.87875,0.664079
300,30,100,2,10,5,5000,10,0.05,0.5,8,4,33,150,30,1,0.5,0,0,62.8788,8.29818,2460.14,246.412,8.39394,1.1592,30.0,0.0,1.0,0.0,294.979,23.923,3.01267,0.391505
316,40,100,2,10,5,5000,10,0.05,0.5,8,4,33,150,30,1,0.5,0,0,83.303,9.24488,3296.93,243.843,11.2121,1.23744,40.0,0.0,1.0,0.0,295.598,19.9564,2.94091,0.578265
