seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
199,50,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,2665.88,42.5628,0.0,0.0,0.0,0.0,0.0,0.0,7.90157,0.0801458
215,100,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,5754.24,63.8524,0.0,0.0,0.0,0.0,0.0,0.0,8.00344,0.0488927
231,150,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,8886.88,76.233,0.0,0.0,0.0,0.0,0.0,0.0,8.05493,0.0451397
247,200,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,11970.1,91.9354,0.0,0.0,0.0,0.0,0.0,0.0,8.06979,0.0358941
263,250,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,15080.5,127.382,0.0,0.0,0.0,0.0,0.0,0.0,8.07985,0.0426533
279,300,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,18143.1,88.7919,0.0,0.0,0.0,0.0,0.0,0.0,8.07647,0.0226023
423,350,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,21237.8,111.693,0.0,0.0,0.0,0.0,0.0,0.0,7.94858,0.028498
439,400,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,24359.2,116.875,0.0,0.0,0.0,0.0,0.0,0.0,7.96266,0.0274858
455,450,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,27482.5,152.023,0.0,0.0,0.0,0.0,0.0,0.0,7.96939,0.0323731
471,500,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,30548.4,167.655,0.0,0.0,0.0,0.0,0.0,0.0,7.96485,0.0297483
