seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
83,10,100,8,10,1,5000,10,0.05,0.5,2,1,33,150,0,0,1,0,2,16.9091,6.63496,4753.85,214.974,4.33333,0.951972,0.0132121,0.00280354,38.2121,5.54809
87,20,100,8,10,1,5000,10,0.05,0.5,2,1,33,150,0,0,1,0,2,29.7273,7.52194,4859.61,122.47,5.39394,1.28695,0.0451515,0.00573433,130.879,9.60957
91,30,100,8,10,1,5000,10,0.05,0.5,2,1,33,150,0,0,1,0,2,43.5758,8.03909,4936.27,55.2592,5.60606,1.32288,0.0978485,0.00993454,285.848,23.5889
95,40,100,8,10,1,5000,10,0.05,0.5,2,1,33,150,0,0,1,0,2,51.0,8.88116,4935.82,61.4509,5.72727,1.5411,0.175455,0.0193328,502.394,34.5629
99,50,100,8,10,1,5000,10,0.05,0.5,2,1,33,150,0,0,1,0,2,60.0909,9.76398,4962.76,43.119,6.24242,1.32288,0.270818,0.0340509,775.515,41.3291
103,60,100,8,10,1,5000,10,0.05,0.5,2,1,33,150,0,0,1,0,2,69.5455,13.3395,4944.67,41.9417,6.42424,1.11803,0.387636,0.0396459,1108.45,58.6006
107,70,100,8,10,1,5000,10,0.05,0.5,2,1,33,150,0,0,1,0,2,76.4848,12.787,4970.82,26.55,6.75758,1.55121,0.541091,0.073228,1484.09,67.6002
111,80,100,8,10,1,5000,10,0.05,0.5,2,1,33,150,0,0,1,0,2,82.5455,8.70018,4974.48,28.1137,6.33333,1.18585,0.695545,0.0841728,1937.18,50.5693
115,90,100,8,10,1,5000,10,0.05,0.5,2,1,33,150,0,0,1,0,2,92.8485,13.1604,4970.48,23.5121,7.12121,1.22474,0.904515,0.0980571,2438.97,91.5458
119,100,100,8,10,1,5000,10,0.05,0.5,2,1,33,150,0,0,1,0,2,102.485,11.057,4973.27,25.9004,7.51515,1.21192,1.13752,0.158659,3003.06,95.4761
