seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
243,10,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,47.9091,8.99432,4701.27,217.819,4.75758,1.18585,0.0453939,0.0298276,60.3636,22.6481
247,20,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,70.697,10.763,4900.62,73.3263,4.84848,1.29904,0.240121,0.0884957,322.152,47.3923
251,30,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,95.697,13.3029,4930.02,77.115,5.15152,1.40312,1.62655,0.758559,896.03,114.07
255,40,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,112.03,10.5815,4943.12,60.3195,5.09091,1.38067,9.38652,4.6555,2008.58,264.084
259,50,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,132.152,12.2758,4962.06,42.1167,5.60606,1.5411,23.4624,9.18229,3290.64,322.631
263,60,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,147.303,13.6896,4967.28,38.1529,5.51515,1.1592,53.5754,11.6703,5072.39,297.736
267,70,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,159.818,13.6644,4968.5,39.0953,5.21212,1.28695,122.019,29.5336,7405.24,494.084
271,80,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,171.061,16.0798,4971.56,21.1218,6.0,1.71391,261.387,115.894,10127.5,492.962
275,90,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,180.697,15.503,4972.45,24.4299,5.51515,1.33463,472.421,159.601,13228.1,651.093
39,100,100,8,10,1,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,187.273,13.7119,4972.78,25.2973,5.24242,1.11803,942.217,471.407,16616.3,677.822
