seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
241,10,100,8,10,1,2500,10,0.05,0.5,2,4,33,150,30,0,1,0,0,29.9697,5.77432,2277.15,183.592,2.63636,0.918559,0.00390909,0.00172053,23.9697,4.7697
245,20,100,8,10,1,2500,10,0.05,0.5,2,4,33,150,30,0,1,0,0,45.0,7.00446,2413.52,87.1712,3.09091,0.810093,0.0164545,0.00471096,98.9394,19.6699
249,30,100,8,10,1,2500,10,0.05,0.5,2,4,33,150,30,0,1,0,0,56.6667,7.57738,2435.36,64.7813,3.15152,0.883883,0.0441818,0.0135126,258.091,61.6048
253,40,100,8,10,1,2500,10,0.05,0.5,2,4,33,150,30,0,1,0,0,64.9394,9.05172,2451.48,49.4805,3.27273,0.770552,0.0795152,0.0149627,466.788,64.3195
257,50,100,8,10,1,2500,10,0.05,0.5,2,4,33,150,30,0,1,0,0,72.3636,7.70072,2451.73,43.9739,3.45455,0.984251,0.14197,0.0227053,829.879,107.658
261,60,100,8,10,1,2500,10,0.05,0.5,2,4,33,150,30,0,1,0,0,80.1212,9.88293,2464.52,33.8056,3.36364,0.901388,0.235818,0.0357583,1297.3,105.368
265,70,100,8,10,1,2500,10,0.05,0.5,2,4,33,150,30,0,1,0,0,89.0606,10.8078,2465.42,27.6055,3.33333,0.847791,0.352333,0.0849822,1968.24,223.717
269,80,100,8,10,1,2500,10,0.05,0.5,2,4,33,150,30,0,1,0,0,93.5758,8.44479,2469.97,19.3463,3.45455,1.0155,0.478909,0.0808167,2662.27,259.511
273,90,100,8,10,1,2500,10,0.05,0.5,2,4,33,150,30,0,1,0,0,100.636,8.80276,2474.88,22.5288,3.39394,1.04583,0.632909,0.0664668,3595.79,272.352
277,100,100,8,10,1,2500,10,0.05,0.5,2,4,33,150,30,0,1,0,0,105.848,10.0565,2475.48,21.3616,3.12121,0.790569,0.845121,0.117958,4667.7,289.38
