seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
1,10,100,8,10,5,2500,10,0.05,0.5,3,4,33,150,30,0,1,0,0,23.9394,5.37901,2186.07,220.327,2.30303,0.901388,0.0,0.0,24.8788,4.84446
5,20,100,8,10,5,2500,10,0.05,0.5,3,4,33,150,30,0,1,0,0,34.1515,6.20041,2261.72,224.225,2.57576,1.07529,0.0,0.0,90.6364,18.3295
9,30,100,8,10,5,2500,10,0.05,0.5,3,4,33,150,30,0,1,0,0,42.2727,6.60148,2224.89,245.812,2.87879,1.28695,0.000212121,0.000415149,207.333,27.1115
13,40,100,8,10,5,2500,10,0.05,0.5,3,4,33,150,30,0,1,0,0,47.0303,7.49368,2305.73,189.285,3.18182,1.0,0.00069697,0.000883348,376.636,54.8865
17,50,100,8,10,5,2500,10,0.05,0.5,3,4,33,150,30,0,1,0,0,51.7273,8.45678,2308.32,148.49,3.09091,1.0155,0.00130303,0.000728219,629.97,57.0685
21,60,100,8,10,5,2500,10,0.05,0.5,3,4,33,150,30,0,1,0,0,56.4242,8.21976,2382.81,95.8431,3.30303,1.0,0.00260606,0.00119738,908.424,91.3523
25,70,100,8,10,5,2500,10,0.05,0.5,3,4,33,150,30,0,1,0,0,58.3333,8.17262,2291.92,146.368,3.69697,1.18585,0.00409091,0.00156851,1239.12,116.977
29,80,100,8,10,5,2500,10,0.05,0.5,3,4,33,150,30,0,1,0,0,63.303,5.26477,2347.1,134.262,3.84848,1.27475,0.00787879,0.00214706,1727.3,166.585
33,90,100,8,10,5,2500,10,0.05,0.5,3,4,33,150,30,0,1,0,0,66.9394,7.53716,2374.44,115.22,3.93939,1.46842,0.0123333,0.00265361,2231.21,162.463
37,100,100,8,10,5,2500,10,0.05,0.5,3,4,33,150,30,0,1,0,0,68.2727,6.89779,2313.76,141.096,3.87879,1.31101,0.0184242,0.00323101,2812.24,167.357
