seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
104,50,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,601.818,115.275,0.0,0.0,0.0,0.0,0.0,0.0,15.4896,0.887801
120,100,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1872.79,315.993,0.0,0.0,0.0,0.0,0.0,0.0,25.1277,0.286463
136,150,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3232.15,290.049,0.0,0.0,0.0,0.0,0.0,0.0,27.3737,0.29619
152,200,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4636.06,348.652,0.0,0.0,0.0,0.0,0.0,0.0,28.2965,0.305836
168,250,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,5899.48,585.252,0.0,0.0,0.0,0.0,0.0,0.0,28.6988,0.256374
184,300,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,7120.27,581.171,0.0,0.0,0.0,0.0,0.0,0.0,28.9648,0.235499
264,350,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,8535.79,705.444,0.0,0.0,0.0,0.0,0.0,0.0,29.1282,0.249334
280,400,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,10217.0,707.134,0.0,0.0,0.0,0.0,0.0,0.0,29.3615,0.143016
296,450,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,11418.4,813.034,0.0,0.0,0.0,0.0,0.0,0.0,29.42,0.160872
312,500,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,12880.3,725.136,0.0,0.0,0.0,0.0,0.0,0.0,29.5459,0.156464
