num_deliveries,opt_opts_ratio_avg
10,2.5459311310525012
20,2.1611542802469077
30,1.9648051839966556
40,1.877812108501938
50,1.8463953445146986
60,1.8299927616019913
70,1.7333972999153922
80,1.7223953933827465
