seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
487,50,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,2689.91,54.762,0.0,0.0,0.0,0.0,0.0,0.0,3.62438,0.0681179
503,100,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,5767.82,61.9967,0.0,0.0,0.0,0.0,0.0,0.0,3.69695,0.0500097
519,150,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,8857.64,85.2297,0.0,0.0,0.0,0.0,0.0,0.0,3.68329,0.0329215
535,200,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,11962.8,122.451,0.0,0.0,0.0,0.0,0.0,0.0,3.70307,0.03543
551,250,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,15069.3,122.027,0.0,0.0,0.0,0.0,0.0,0.0,3.69855,0.0275928
567,300,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,18114.0,99.8513,0.0,0.0,0.0,0.0,0.0,0.0,3.69168,0.0214891
583,350,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,21265.7,112.18,0.0,0.0,0.0,0.0,0.0,0.0,3.70781,0.0227161
599,400,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,24335.7,121.055,0.0,0.0,0.0,0.0,0.0,0.0,3.6979,0.0238824
615,450,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,27417.0,163.563,0.0,0.0,0.0,0.0,0.0,0.0,3.70524,0.0211077
631,500,100,4,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,30545.5,127.271,0.0,0.0,0.0,0.0,0.0,0.0,3.71407,0.0144412
