seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
484,50,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,6614.3,48.3212,0.0,0.0,0.0,0.0,0.0,0.0,5.21078,0.281194
500,100,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,15895.8,54.967,0.0,0.0,0.0,0.0,0.0,0.0,5.40594,0.143653
516,150,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,25107.0,74.3123,0.0,0.0,0.0,0.0,0.0,0.0,5.45322,0.096926
532,200,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,34383.0,92.5606,0.0,0.0,0.0,0.0,0.0,0.0,5.56499,0.134087
548,250,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,43647.2,93.1873,0.0,0.0,0.0,0.0,0.0,0.0,5.54349,0.0909551
564,300,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,52864.1,108.181,0.0,0.0,0.0,0.0,0.0,0.0,5.5327,0.0834792
580,350,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,62131.6,124.721,0.0,0.0,0.0,0.0,0.0,0.0,5.56679,0.0794136
596,400,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,71371.1,146.767,0.0,0.0,0.0,0.0,0.0,0.0,5.603,0.0858734
612,450,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,80640.5,149.661,0.0,0.0,0.0,0.0,0.0,0.0,5.57684,0.0728227
628,500,100,2,10,1,2500,10,0.05,0.5,9,4,33,150,30,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,89868.1,133.231,0.0,0.0,0.0,0.0,0.0,0.0,5.5603,0.0520593
