num_deliveries,opt_opts_ratio_avg
10,3.228875931610981
20,3.2619117772234114
30,2.985930708528506
40,2.729227801187998
50,2.7493372227954436
60,2.665588720198794
70,2.624990969281574
80,2.6119734233784104
