seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
12,50,100,2,10,1,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1395.48,9.31061,0.0,0.0,0.0,0.0,0.0,0.0,15.8375,0.105634
28,100,100,2,10,1,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4605.94,13.2323,0.0,0.0,0.0,0.0,0.0,0.0,25.863,0.119498
44,150,100,2,10,1,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,7890.61,15.5181,0.0,0.0,0.0,0.0,0.0,0.0,27.9793,0.0715914
60,200,100,2,10,1,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,11186.7,13.9116,0.0,0.0,0.0,0.0,0.0,0.0,28.8299,0.0670709
76,250,100,2,10,1,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,14473.6,13.6359,0.0,0.0,0.0,0.0,0.0,0.0,29.3193,0.0552814
92,300,100,2,10,1,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,17763.5,15.8351,0.0,0.0,0.0,0.0,0.0,0.0,29.6327,0.0475037
108,350,100,2,10,1,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,21056.6,16.0634,0.0,0.0,0.0,0.0,0.0,0.0,29.8318,0.0548741
124,400,100,2,10,1,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,24337.2,15.7857,0.0,0.0,0.0,0.0,0.0,0.0,29.9919,0.048587
140,450,100,2,10,1,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,27644.3,21.8525,0.0,0.0,0.0,0.0,0.0,0.0,30.0956,0.0363143
156,500,100,2,10,1,5000,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,30930.2,22.9299,0.0,0.0,0.0,0.0,0.0,0.0,30.1935,0.0478824
