seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
3,10,100,8,10,1,5000,10,0.05,0.5,3,1,33,150,0,0,1,0,0,39.1515,6.42321,4441.69,322.834,4.54545,1.34629,0.0,0.0,35.7273,4.91808
7,20,100,8,10,1,5000,10,0.05,0.5,3,1,33,150,0,0,1,0,0,62.5758,8.60607,4641.97,345.842,4.36364,2.15058,0.0,0.0,128.485,8.82822
11,30,100,8,10,1,5000,10,0.05,0.5,3,1,33,150,0,0,1,0,0,84.0,13.0934,4700.92,199.591,4.0,2.42384,0.000212121,0.000415149,291.394,22.3572
15,40,100,8,10,1,5000,10,0.05,0.5,3,1,33,150,0,0,1,0,0,94.697,12.8245,4708.0,218.314,3.06061,2.0,0.000818182,0.000768706,494.424,34.1339
19,50,100,8,10,1,5000,10,0.05,0.5,3,1,33,150,0,0,1,0,0,110.848,12.1118,4676.82,302.116,3.12121,1.43614,0.00142424,0.000791766,776.485,41.2227
23,60,100,8,10,1,5000,10,0.05,0.5,3,1,33,150,0,0,1,0,0,128.576,15.2787,4689.82,200.347,3.0303,1.82859,0.00242424,0.00111888,1082.76,41.7541
27,70,100,8,10,1,5000,10,0.05,0.5,3,1,33,150,0,0,1,0,0,142.485,13.9667,4730.83,258.696,3.06061,1.39194,0.0040303,0.0013575,1499.76,71.7946
31,80,100,8,10,1,5000,10,0.05,0.5,3,1,33,150,0,0,1,0,0,158.242,14.4742,4802.18,183.689,3.54545,1.63936,0.00563636,0.00143218,1938.03,73.6794
35,90,100,8,10,1,5000,10,0.05,0.5,3,1,33,150,0,0,1,0,0,170.394,13.4744,4727.88,225.191,3.57576,1.6298,0.00869697,0.00206889,2474.88,106.343
39,100,100,8,10,1,5000,10,0.05,0.5,3,1,33,150,0,0,1,0,0,180.091,14.9277,4740.71,233.566,3.75758,1.70477,0.0114848,0.00197043,3010.64,92.9464
