seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
2,50,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,537.727,96.9101,0.0,0.0,0.0,0.0,0.0,0.0,7.02391,0.423691
18,100,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1222.45,172.858,0.0,0.0,0.0,0.0,0.0,0.0,7.65681,0.335368
34,150,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1920.52,230.099,0.0,0.0,0.0,0.0,0.0,0.0,7.97606,0.277988
50,200,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,2595.61,302.405,0.0,0.0,0.0,0.0,0.0,0.0,7.9658,0.217277
66,250,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3264.76,304.338,0.0,0.0,0.0,0.0,0.0,0.0,8.14928,0.193564
82,300,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3964.64,300.295,0.0,0.0,0.0,0.0,0.0,0.0,8.1372,0.166916
98,350,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4650.09,339.018,0.0,0.0,0.0,0.0,0.0,0.0,8.19904,0.178277
114,400,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,5318.76,351.453,0.0,0.0,0.0,0.0,0.0,0.0,8.16277,0.185672
130,450,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,6144.58,406.043,0.0,0.0,0.0,0.0,0.0,0.0,8.13878,0.136372
146,500,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,6607.91,389.927,0.0,0.0,0.0,0.0,0.0,0.0,8.22496,0.130918
