seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
0,10,100,8,10,1,2500,5,0.05,0.5,6,1,33,150,0,0,1,0,0,30.4545,6.30025,2206.26,227.626,3.24242,0.901388,0.0,0.0,23.2727,3.91711
4,20,100,8,10,1,2500,5,0.05,0.5,6,1,33,150,0,0,1,0,0,49.7879,8.5138,2281.3,160.243,3.75758,1.07529,0.0,0.0,79.6364,10.1873
8,30,100,8,10,1,2500,5,0.05,0.5,6,1,33,150,0,0,1,0,0,62.8182,10.6227,2348.08,123.925,4.42424,0.968246,0.0,0.0,160.03,12.1128
12,40,100,8,10,1,2500,5,0.05,0.5,6,1,33,150,0,0,1,0,0,75.0,12.6293,2352.3,120.785,4.84848,1.34629,9.09091e-05,0.000291937,284.758,21.4614
16,50,100,8,10,1,2500,5,0.05,0.5,6,1,33,150,0,0,1,0,0,89.0909,13.9941,2370.0,98.3801,5.15152,1.0155,0.000242424,0.00050189,428.727,31.9922
20,60,100,8,10,1,2500,5,0.05,0.5,6,1,33,150,0,0,1,0,0,97.6364,13.1525,2401.88,84.8243,5.30303,1.06066,0.0010303,0.000585494,591.97,29.413
24,70,100,8,10,1,2500,5,0.05,0.5,6,1,33,150,0,0,1,0,0,111.061,16.0408,2390.19,88.4127,5.48485,1.06066,0.00136364,0.000895062,800.303,41.016
28,80,100,8,10,1,2500,5,0.05,0.5,6,1,33,150,0,0,1,0,0,115.848,15.7205,2411.05,56.3134,5.57576,1.26244,0.00224242,0.000830298,1037.06,43.9161
32,90,100,8,10,1,2500,5,0.05,0.5,6,1,33,150,0,0,1,0,0,128.727,14.3642,2396.7,86.6398,6.0,0.866025,0.00333333,0.00142887,1291.03,39.3696
36,100,100,8,10,1,2500,5,0.05,0.5,6,1,33,150,0,0,1,0,0,134.727,14.6421,2396.36,83.5058,6.09091,0.810093,0.00469697,0.00159069,1602.36,63.891
