num_deliveries,opt_opts_ratio_avg
10,1.4448159444163555
20,1.2957283278568303
30,1.287378897834904
40,1.3163586179082092
50,1.2978952003844515
60,1.27597277017096
70,1.2606092558116544
80,1.2554013971505906
