seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
3,10,100,8,10,5,5000,10,0.05,0.5,6,4,33,150,30,0,1,0,0,41.1818,7.67486,4578.85,284.934,4.9697,1.22474,0.0,0.0,47.5758,10.135
7,20,100,8,10,5,5000,10,0.05,0.5,6,4,33,150,30,0,1,0,0,70.5758,9.30064,4741.86,215.232,6.0303,1.0155,9.09091e-05,0.000291937,208.485,29.0915
11,30,100,8,10,5,5000,10,0.05,0.5,6,4,33,150,30,0,1,0,0,91.7879,13.1998,4771.79,160.369,6.63636,1.10397,0.00121212,0.000857233,539.909,89.3746
15,40,100,8,10,5,5000,10,0.05,0.5,6,4,33,150,30,0,1,0,0,101.97,13.2441,4818.91,151.948,7.0,1.11803,0.00369697,0.00151007,988.606,108.235
19,50,100,8,10,5,5000,10,0.05,0.5,6,4,33,150,30,0,1,0,0,116.727,11.7028,4846.9,121.468,7.42424,1.0,0.0117273,0.00241445,1727.0,179.747
23,60,100,8,10,5,5000,10,0.05,0.5,6,4,33,150,30,0,1,0,0,126.212,13.5526,4848.67,119.227,7.81818,1.23744,0.0222121,0.00444942,2502.45,245.441
27,70,100,8,10,5,5000,10,0.05,0.5,6,4,33,150,30,0,1,0,0,132.727,11.3476,4838.68,108.017,8.0303,1.04583,0.0475152,0.00933783,3604.79,389.016
31,80,100,8,10,5,5000,10,0.05,0.5,6,4,33,150,30,0,1,0,0,149.97,15.41,4840.33,132.486,8.33333,0.918559,0.0890303,0.0156854,4790.21,496.627
35,90,100,8,10,5,5000,10,0.05,0.5,6,4,33,150,30,0,1,0,0,155.515,13.1032,4871.09,79.7695,8.33333,1.0155,0.168485,0.0268958,6443.3,527.371
39,100,100,8,10,5,5000,10,0.05,0.5,6,4,33,150,30,0,1,0,0,158.394,12.6564,4852.48,106.184,8.60606,1.39194,0.267606,0.0454938,7885.7,854.97
