seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
2,10,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,0,41.6364,8.53602,4443.43,498.004,4.78788,1.76777,0.0,0.0,36.0909,5.73095
6,20,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,0,62.2424,9.13794,4619.79,316.176,4.93939,1.72301,0.0,0.0,129.212,11.9072
10,30,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,0,78.2121,8.80965,4612.89,304.303,5.30303,1.76777,0.000121212,0.000331434,286.848,18.6363
14,40,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,0,91.0,13.3135,4670.1,264.429,4.90909,2.22205,0.000515152,0.000795346,498.424,34.6311
18,50,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,0,102.03,10.0855,4724.76,217.233,5.30303,2.16506,0.00136364,0.000895062,782.03,47.0043
22,60,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,0,109.394,9.73698,4755.14,199.318,5.09091,1.89572,0.00230303,0.00107485,1104.12,52.0012
26,70,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,0,122.727,16.3004,4797.15,175.973,5.69697,2.32513,0.00354545,0.00106334,1469.88,62.8239
30,80,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,0,131.545,15.0397,4755.81,241.852,6.0303,2.1433,0.00527273,0.0013293,1932.58,77.0294
34,90,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,0,134.545,10.183,4805.91,176.261,5.87879,1.92841,0.00769697,0.00192816,2446.24,101.389
38,100,100,8,10,1,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,0,146.758,11.584,4777.96,161.616,5.9697,2.3184,0.0108182,0.0022563,3035.91,141.603
