seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
42,10,100,8,10,1,5000,5,0.05,0.5,0,1,33,150,0,0,1,0,1,32.3939,7.93308,4732.76,220.449,5.12121,1.06066,0.024,0.0151059,35.0606,4.35172
46,20,100,8,10,1,5000,5,0.05,0.5,0,1,33,150,0,0,1,0,1,54.5455,11.1274,4865.74,122.096,5.63636,1.28695,0.0760303,0.0376277,132.455,14.486
50,30,100,8,10,1,5000,5,0.05,0.5,0,1,33,150,0,0,1,0,1,72.3333,9.56774,4891.53,86.4422,5.87879,1.38067,0.142576,0.0468155,287.091,17.483
54,40,100,8,10,1,5000,5,0.05,0.5,0,1,33,150,0,0,1,0,1,93.1515,13.2054,4946.95,44.6211,6.87879,1.61051,0.381909,0.0892652,497.758,34.9048
58,50,100,8,10,1,5000,5,0.05,0.5,0,1,33,150,0,0,1,0,1,103.303,14.8692,4941.16,53.178,7.06061,1.1726,0.730788,0.130651,757.394,31.4757
62,60,100,8,10,1,5000,5,0.05,0.5,0,1,33,150,0,0,1,0,1,113.576,12.855,4945.56,47.7744,7.75758,1.6298,1.737,0.483662,1110.58,58.8852
66,70,100,8,10,1,5000,5,0.05,0.5,0,1,33,150,0,0,1,0,1,132.273,15.629,4955.32,39.8194,8.06061,1.1726,3.28491,0.816166,1483.58,76.2104
70,80,100,8,10,1,5000,5,0.05,0.5,0,1,33,150,0,0,1,0,1,141.091,18.2146,4951.19,42.6501,8.15152,1.38067,5.93121,0.792051,1946.45,62.6959
74,90,100,8,10,1,5000,5,0.05,0.5,0,1,33,150,0,0,1,0,1,151.061,17.5284,4959.22,40.3153,8.33333,1.1592,9.36394,1.4009,2443.03,85.0685
78,100,100,8,10,1,5000,5,0.05,0.5,0,1,33,150,0,0,1,0,1,166.758,18.5304,4968.77,26.3146,8.87879,1.46842,14.1033,1.67137,3007.52,79.0129
