seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
302,50,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4432.33,442.503,0.0,0.0,0.0,0.0,0.0,0.0,19.5372,0.495332
318,100,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,16897.1,1169.13,0.0,0.0,0.0,0.0,0.0,0.0,28.2475,0.254953
334,150,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,27926.1,2130.06,0.0,0.0,0.0,0.0,0.0,0.0,29.7394,0.252268
350,200,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,39022.4,2285.73,0.0,0.0,0.0,0.0,0.0,0.0,30.3889,0.140461
366,250,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,50378.1,2426.17,0.0,0.0,0.0,0.0,0.0,0.0,30.7129,0.126227
382,300,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,61361.8,2907.8,0.0,0.0,0.0,0.0,0.0,0.0,30.9266,0.161786
590,350,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,74470.7,2860.37,0.0,0.0,0.0,0.0,0.0,0.0,30.9747,0.116868
606,400,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,85943.5,3185.48,0.0,0.0,0.0,0.0,0.0,0.0,31.0934,0.086096
622,450,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,97462.9,3038.08,0.0,0.0,0.0,0.0,0.0,0.0,31.1493,0.0946028
638,500,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,109002.0,3369.36,0.0,0.0,0.0,0.0,0.0,0.0,31.212,0.0888882
