num_deliveries,opt_opts_ratio_avg
10,3.652695991252684
20,3.742239696752584
30,3.624372230777783
40,3.39133704132049
50,3.0386417380368256
60,2.933842807400607
70,2.869606988676104
80,2.845211416539873
