num_deliveries,opt_opts_ratio_avg
10,2.7423183680662646
20,2.6211875299040255
30,2.0550901441187253
40,1.8516060814119555
50,1.8088690472707698
60,1.7656065986475746
70,1.7631805368198958
80,1.7517632465751103
