seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
147,10,100,8,10,5,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,50.6364,7.88915,4707.27,256.498,4.90909,1.22474,0.0379091,0.0275458,48.8485,10.6654
151,20,100,8,10,5,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,76.2424,11.5164,4893.03,93.3149,5.54545,1.03078,0.106364,0.042906,198.0,30.3655
155,30,100,8,10,5,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,90.1818,9.2987,4932.56,60.332,6.27273,1.0155,0.497424,0.218379,530.485,81.7718
159,40,100,8,10,5,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,109.606,12.5398,4937.56,48.3367,6.72727,1.25,1.77982,0.72815,1023.76,120.12
19,50,100,8,10,5,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,120.0,11.0538,4954.41,47.2924,7.0,1.0,5.82785,1.73244,1727.0,179.747
23,60,100,8,10,5,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,130.303,13.7397,4956.94,43.0342,7.24242,1.03078,11.5594,3.15751,2502.45,245.441
27,70,100,8,10,5,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,136.424,10.9203,4961.18,36.2262,7.39394,0.984251,25.5572,7.77582,3604.79,389.016
31,80,100,8,10,5,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,154.697,14.6469,4967.36,25.6399,7.72727,1.08972,45.7822,14.8353,4790.21,496.627
35,90,100,8,10,5,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,159.182,12.6131,4963.17,35.3516,7.66667,1.1726,88.4281,24.3582,6443.3,527.371
39,100,100,8,10,5,5000,10,0.05,0.5,0,4,33,150,30,0,1,0,0,162.515,12.6197,4970.16,23.1342,7.90909,1.36931,143.824,68.1292,7885.7,854.97
