seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
0,10,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,0,25.5455,6.21536,2179.77,269.428,2.60606,1.25,0.0,0.0,23.2727,3.91711
4,20,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,0,39.8485,8.87102,2220.85,208.422,2.66667,1.25,0.0,0.0,79.6364,10.1873
8,30,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,0,48.0303,7.76001,2259.68,208.707,3.27273,1.23744,0.0,0.0,160.03,12.1128
12,40,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,0,58.4242,9.15161,2326.8,146.539,3.0,1.06066,0.000151515,0.00036411,284.758,21.4614
16,50,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,0,64.6061,7.56612,2299.2,219.157,3.57576,1.61051,0.000272727,0.00057406,428.727,31.9922
20,60,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,0,69.9394,7.46634,2266.77,196.686,2.87879,1.61051,0.000787879,0.000649883,591.97,29.413
24,70,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,0,79.5455,9.54951,2285.45,166.759,3.60606,1.73205,0.00124242,0.000751262,800.303,41.016
28,80,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,0,81.2727,10.9552,2299.84,176.411,3.66667,1.5,0.00181818,0.000982807,1037.06,43.9161
32,90,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,0,88.3939,7.13241,2300.56,148.159,4.54545,1.5411,0.00230303,0.00110354,1291.03,39.3696
36,100,100,8,10,1,2500,5,0.05,0.5,3,1,33,150,0,0,1,0,0,94.4242,10.7472,2332.44,129.012,4.06061,1.34629,0.00336364,0.00127029,1602.36,63.891
