seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
2,10,100,8,10,5,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,42.9697,10.7019,4674.42,298.808,4.90909,1.22474,0.00869697,0.00440515,23.7576,11.1817
6,20,100,8,10,5,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,58.6061,9.2498,4872.33,122.135,5.63636,1.04583,0.0243333,0.00964581,68.697,27.9994
10,30,100,8,10,5,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,75.4848,9.93139,4915.27,65.0722,6.21212,0.728869,0.0587879,0.0114367,167.091,29.964
14,40,100,8,10,5,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,85.3333,10.7983,4940.12,60.8778,6.60606,1.06066,0.103424,0.0308879,292.939,76.2055
18,50,100,8,10,5,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,93.8485,11.8483,4931.73,55.3451,7.0,0.829156,0.171667,0.0394807,473.909,102.591
22,60,100,8,10,5,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,102.03,11.3123,4938.91,52.6245,7.54545,1.1726,0.257273,0.0713049,678.0,129.125
26,70,100,8,10,5,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,107.182,12.7756,4947.24,44.4663,7.36364,1.03078,0.353333,0.0785735,937.727,141.711
30,80,100,8,10,5,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,117.636,10.8046,4959.39,33.3728,7.72727,1.22474,0.439697,0.0917645,1182.82,223.977
34,90,100,8,10,5,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,121.758,9.60478,4966.42,26.4953,8.24242,0.866025,0.58897,0.128031,1547.52,296.73
38,100,100,8,10,5,5000,5,0.05,0.5,2,4,33,150,30,0,1,0,0,128.0,11.2194,4965.18,38.9057,8.45455,1.13192,0.777182,0.21114,1935.18,349.592
