seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
202,10,100,8,10,5,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,2,12.9091,4.70614,4402.94,490.456,4.66667,1.39194,0.0,0.0,20.697,6.84425
206,20,100,8,10,5,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,2,18.0303,5.57048,4509.19,339.122,5.39394,1.18585,0.0,0.0,63.8485,15.0478
210,30,100,8,10,5,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,2,22.7273,4.97665,4684.29,211.27,5.54545,1.29904,0.0,0.0,127.212,24.5121
214,40,100,8,10,5,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,2,27.0909,7.08592,4635.45,290.945,5.63636,1.81142,0.000121212,0.000331434,224.273,43.5004
218,50,100,8,10,5,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,2,31.5455,5.0255,4731.23,213.236,6.33333,1.44698,0.00030303,0.000636634,332.424,54.0937
222,60,100,8,10,5,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,2,31.1818,6.11072,4680.91,345.915,6.57576,1.64886,0.000818182,0.000846114,494.879,100.085
226,70,100,8,10,5,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,2,34.5455,7.34035,4770.8,180.356,6.63636,1.48955,0.00112121,0.000484612,633.455,94.4644
230,80,100,8,10,5,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,2,36.6667,6.22328,4792.99,179.292,7.21212,1.70477,0.00160606,0.000933387,806.727,114.051
234,90,100,8,10,5,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,2,40.2727,7.17754,4799.71,164.111,7.33333,1.92841,0.00245455,0.00117502,1061.91,146.293
238,100,100,8,10,5,5000,5,0.05,0.5,3,1,33,150,0,0,1,0,2,42.2727,7.07227,4776.31,220.265,7.0303,1.91213,0.00324242,0.00122552,1273.48,157.866
