seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std
0,10,100,2,10,1,2500,5,0.05,0.5,0,1,33,150,0,1,1.0,0,0,64.0606,12.9806,2325.88,198.705,4.90909,1.32288,0.0791818,0.0863233,63.3939,1.79409,2.26501,0.412074,487.643,86.0301,2.26501,0.412074
4,20,100,2,10,1,2500,5,0.05,0.5,0,1,33,150,0,1,1.0,0,0,96.6364,11.9238,2460.58,34.4215,4.48485,0.968246,0.168364,0.0419023,215.606,2.17945,3.3101,0.662945,564.551,90.4444,3.3101,0.662945
8,30,100,2,10,1,2500,5,0.05,0.5,0,1,33,150,0,1,1.0,0,0,108.0,9.82026,2478.31,17.529,4.9697,1.25,0.287485,0.0374426,377.303,3.4641,3.01667,0.455236,510.071,76.981,3.01667,0.455236
12,40,100,2,10,1,2500,5,0.05,0.5,0,1,33,150,0,1,1.0,0,0,116.424,8.97228,2478.04,18.7335,5.21212,0.847791,0.456303,0.0774724,540.939,3.15733,2.93997,0.460466,486.512,74.3022,2.93997,0.460466
16,50,100,2,10,1,2500,5,0.05,0.5,0,1,33,150,0,1,1.0,0,0,118.0,7.26292,2476.39,22.9511,5.15152,1.13192,0.598152,0.0758049,702.121,4.84123,3.05051,0.711677,503.331,111.107,3.05051,0.711677
20,60,100,2,10,1,2500,5,0.05,0.5,0,1,33,150,0,1,1.0,0,0,120.879,6.68374,2485.4,16.054,5.45455,1.0155,0.751576,0.0832019,866.485,4.1833,2.80051,0.530591,468.602,82.0405,2.80051,0.530591
24,70,100,2,10,1,2500,5,0.05,0.5,0,1,33,150,0,1,1.0,0,0,124.061,8.33644,2486.08,11.3461,5.81818,1.23744,0.861788,0.116201,1027.85,4.94975,2.65693,0.496052,438.039,71.8513,2.65693,0.496052
28,80,100,2,10,1,2500,5,0.05,0.5,0,1,33,150,0,1,1.0,0,0,124.424,8.6423,2487.56,10.305,5.66667,1.19896,0.968848,0.10236,1189.33,5.46866,2.74282,0.562533,452.177,79.6546,2.74282,0.562533
32,90,100,2,10,1,2500,5,0.05,0.5,0,1,33,150,0,1,1.0,0,0,127.242,5.80964,2483.38,11.3396,6.18182,1.11803,1.17533,0.158882,1352.36,5.90021,2.51128,0.478665,413.988,72.8395,2.51128,0.478665
