seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
495,50,100,4,10,1,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,7276.39,53.5318,0.0,0.0,0.0,0.0,0.0,0.0,5.23947,0.249864
511,100,100,4,10,1,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,17844.0,76.232,0.0,0.0,0.0,0.0,0.0,0.0,5.54613,0.175626
527,150,100,4,10,1,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,28469.6,90.7664,0.0,0.0,0.0,0.0,0.0,0.0,5.55975,0.152795
543,200,100,4,10,1,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,39023.3,82.7162,0.0,0.0,0.0,0.0,0.0,0.0,5.64456,0.131153
559,250,100,4,10,1,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,49596.8,103.756,0.0,0.0,0.0,0.0,0.0,0.0,5.63315,0.107128
575,300,100,4,10,1,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,60188.8,136.459,0.0,0.0,0.0,0.0,0.0,0.0,5.6107,0.105635
591,350,100,4,10,1,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,70781.3,150.395,0.0,0.0,0.0,0.0,0.0,0.0,5.66338,0.085937
607,400,100,4,10,1,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,81357.5,157.759,0.0,0.0,0.0,0.0,0.0,0.0,5.65183,0.072397
623,450,100,4,10,1,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,91972.6,133.712,0.0,0.0,0.0,0.0,0.0,0.0,5.67816,0.0694179
639,500,100,4,10,1,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,102519.0,151.448,0.0,0.0,0.0,0.0,0.0,0.0,5.6687,0.0714221
