seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
2,10,100,8,10,5,5000,5,0.05,0.5,3,4,33,150,30,0,1,0,0,36.2121,10.2157,4456.97,356.948,4.63636,1.23744,0.0,0.0,23.7576,11.1817
6,20,100,8,10,5,5000,5,0.05,0.5,3,4,33,150,30,0,1,0,0,48.1818,7.70331,4651.19,259.877,5.33333,1.0155,0.0,0.0,68.697,27.9994
10,30,100,8,10,5,5000,5,0.05,0.5,3,4,33,150,30,0,1,0,0,58.4848,9.88724,4679.42,264.969,5.75758,1.31101,0.000212121,0.000415149,167.091,29.964
14,40,100,8,10,5,5000,5,0.05,0.5,3,4,33,150,30,0,1,0,0,64.697,10.9015,4687.23,280.046,5.75758,1.38067,0.000636364,0.00096236,292.939,76.2055
18,50,100,8,10,5,5000,5,0.05,0.5,3,4,33,150,30,0,1,0,0,68.9697,8.87935,4706.25,207.673,6.54545,1.19896,0.00151515,0.000939455,473.909,102.591
22,60,100,8,10,5,5000,5,0.05,0.5,3,4,33,150,30,0,1,0,0,73.3939,8.41108,4686.62,293.209,6.27273,1.07529,0.00333333,0.00119024,678.0,129.125
26,70,100,8,10,5,5000,5,0.05,0.5,3,4,33,150,30,0,1,0,0,77.0909,10.6811,4770.51,175.732,6.60606,1.39194,0.00609091,0.00208212,937.727,141.711
30,80,100,8,10,5,5000,5,0.05,0.5,3,4,33,150,30,0,1,0,0,83.9394,11.0622,4809.04,182.805,6.9697,1.62019,0.0102424,0.00318228,1182.82,223.977
34,90,100,8,10,5,5000,5,0.05,0.5,3,4,33,150,30,0,1,0,0,85.3939,9.53592,4772.79,216.224,6.9697,1.62019,0.0180303,0.00564294,1547.52,296.73
38,100,100,8,10,5,5000,5,0.05,0.5,3,4,33,150,30,0,1,0,0,91.8182,10.2697,4769.95,211.113,7.39394,1.21192,0.0298485,0.00990303,1935.18,349.592
