num_deliveries,opt_opts_ratio_avg
10,1.9421830051720799
20,1.6112511664371085
30,1.413359750626287
40,1.3913091464274545
50,1.3716585172275353
60,1.3132428247668806
70,1.3242593989588516
80,1.3339610109989564
