seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
0,10,100,8,10,1,2500,5,0.05,0.5,0,4,33,150,30,0,1,0,0,29.7273,6.58252,2367.4,128.309,2.84848,1.11803,0.0444848,0.0855095,25.0909,5.48008
4,20,100,8,10,1,2500,5,0.05,0.5,0,4,33,150,30,0,1,0,0,45.8485,8.67511,2377.07,83.8433,3.0303,0.586302,0.0515455,0.0273051,106.515,23.1834
8,30,100,8,10,1,2500,5,0.05,0.5,0,4,33,150,30,0,1,0,0,54.1212,8.12311,2408.67,91.0322,3.48485,0.935414,0.117152,0.0493217,239.97,28.466
12,40,100,8,10,1,2500,5,0.05,0.5,0,4,33,150,30,0,1,0,0,65.1212,9.23904,2447.84,50.3988,3.69697,1.0155,0.334,0.127798,491.333,63.0736
16,50,100,8,10,1,2500,5,0.05,0.5,0,4,33,150,30,0,1,0,0,73.4242,9.54604,2446.83,50.9279,3.39394,0.951972,0.627727,0.235179,782.424,86.0196
20,60,100,8,10,1,2500,5,0.05,0.5,0,4,33,150,30,0,1,0,0,77.9697,9.75155,2456.46,53.0419,3.66667,0.968246,1.1737,0.348157,1125.85,76.7423
24,70,100,8,10,1,2500,5,0.05,0.5,0,4,33,150,30,0,1,0,0,86.2727,10.471,2451.97,41.0535,3.78788,1.03078,2.60258,0.885366,1611.55,114.535
28,80,100,8,10,1,2500,5,0.05,0.5,0,4,33,150,30,0,1,0,0,89.0909,11.1534,2463.18,25.5083,3.84848,1.19896,4.69627,1.19378,2145.58,117.784
32,90,100,8,10,1,2500,5,0.05,0.5,0,4,33,150,30,0,1,0,0,95.6061,8.24598,2470.18,27.2233,3.93939,1.13192,7.61479,1.30654,2728.91,122.723
36,100,100,8,10,1,2500,5,0.05,0.5,0,4,33,150,30,0,1,0,0,99.2727,8.66485,2462.62,34.6508,3.90909,1.11803,12.8141,2.39546,3489.67,179.203
