seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std
3,10,100,2,10,1,5000,10,0.05,0.5,0,1,33,150,0,1,1.0,0,0,65.6667,13.5869,2583.88,535.586,5.87879,1.28695,0.0455455,0.0168877,63.5758,1.6298,2.0176,0.169175,438.368,50.9232,2.0176,0.169175
7,20,100,2,10,1,5000,10,0.05,0.5,0,1,33,150,0,1,1.0,0,0,139.182,15.5974,4771.8,290.326,9.42424,1.36931,0.174394,0.0431523,228.909,3.17214,2.44417,0.383967,513.843,59.4584,2.44417,0.383967
11,30,100,2,10,1,5000,10,0.05,0.5,0,1,33,150,0,1,1.0,0,0,178.0,16.0039,4962.0,37.8049,7.45455,1.42522,0.640697,0.0765137,493.788,3.24037,3.95475,0.877163,688.756,135.234,3.95475,0.877163
15,40,100,2,10,1,5000,10,0.05,0.5,0,1,33,150,0,1,1.0,0,0,194.848,16.7484,4973.95,23.8538,6.12121,1.29904,1.37715,0.145139,822.788,4.37321,5.26723,1.23715,847.69,176.594,5.26723,1.23715
19,50,100,2,10,1,5000,10,0.05,0.5,0,1,33,150,0,1,1.0,0,0,211.879,13.5963,4979.12,16.6924,6.90909,1.5411,2.49133,0.195262,1150.94,4.20936,4.58482,0.870841,742.56,129.269,4.58482,0.870841
23,60,100,2,10,1,5000,10,0.05,0.5,0,1,33,150,0,1,1.0,0,0,221.0,13.7591,4984.6,13.5355,7.87879,1.59099,3.56182,0.189708,1481.27,5.91872,4.03122,0.785985,650.494,113.16,4.03122,0.785985
27,70,100,2,10,1,5000,10,0.05,0.5,0,1,33,150,0,1,1.0,0,0,225.97,11.6068,4987.05,14.8824,8.12121,1.47902,4.48748,0.227167,1811.33,6.29236,3.91444,0.832325,635.25,123.568,3.91444,0.832325
31,80,100,2,10,1,5000,10,0.05,0.5,0,1,33,150,0,1,1.0,0,0,235.03,11.1845,4981.76,16.0186,8.36364,1.14564,5.46261,0.219844,2138.64,6.93497,3.71955,0.55434,605.944,83.6652,3.71955,0.55434
